item_id,text,keywords,proposition_id,dependency,category_broad,category_detailed,tuple,question_natural_language
291,"An aged crimson oven occupies the corner of a rustic kitchen, its window revealing the golden-brown crust of bread as it bakes within. Next to it, a towering, polished metallic spoon leans against a weathered brick wall, reflecting the soft kitchen light. Scattered nearby are a scattering of flour and a wooden rolling pin on a worn, marble countertop.",,4,0,entity,whole,entity - whole (spoon),Is there a spoon?
291,"An aged crimson oven occupies the corner of a rustic kitchen, its window revealing the golden-brown crust of bread as it bakes within. Next to it, a towering, polished metallic spoon leans against a weathered brick wall, reflecting the soft kitchen light. Scattered nearby are a scattering of flour and a wooden rolling pin on a worn, marble countertop.",,5,0,entity,whole,entity - whole (wall),Is there a wall?
291,"An aged crimson oven occupies the corner of a rustic kitchen, its window revealing the golden-brown crust of bread as it bakes within. Next to it, a towering, polished metallic spoon leans against a weathered brick wall, reflecting the soft kitchen light. Scattered nearby are a scattering of flour and a wooden rolling pin on a worn, marble countertop.",,6,0,entity,whole,entity - whole (flour),Is there flour?
291,"An aged crimson oven occupies the corner of a rustic kitchen, its window revealing the golden-brown crust of bread as it bakes within. Next to it, a towering, polished metallic spoon leans against a weathered brick wall, reflecting the soft kitchen light. Scattered nearby are a scattering of flour and a wooden rolling pin on a worn, marble countertop.",,7,0,entity,whole,entity - whole (rolling pin),Is there a rolling pin?
291,"An aged crimson oven occupies the corner of a rustic kitchen, its window revealing the golden-brown crust of bread as it bakes within. Next to it, a towering, polished metallic spoon leans against a weathered brick wall, reflecting the soft kitchen light. Scattered nearby are a scattering of flour and a wooden rolling pin on a worn, marble countertop.",,8,0,entity,whole,entity - whole (countertop),Is there a countertop?
291,"An aged crimson oven occupies the corner of a rustic kitchen, its window revealing the golden-brown crust of bread as it bakes within. Next to it, a towering, polished metallic spoon leans against a weathered brick wall, reflecting the soft kitchen light. Scattered nearby are a scattering of flour and a wooden rolling pin on a worn, marble countertop.",,9,1,attribute,color,"attribute - color (oven, crimson)",Is the oven crimson?
291,"An aged crimson oven occupies the corner of a rustic kitchen, its window revealing the golden-brown crust of bread as it bakes within. Next to it, a towering, polished metallic spoon leans against a weathered brick wall, reflecting the soft kitchen light. Scattered nearby are a scattering of flour and a wooden rolling pin on a worn, marble countertop.",,10,3,attribute,texture,"attribute - texture (bread, golden-brown crust)",Does the bread have a golden-brown crust?
291,"An aged crimson oven occupies the corner of a rustic kitchen, its window revealing the golden-brown crust of bread as it bakes within. Next to it, a towering, polished metallic spoon leans against a weathered brick wall, reflecting the soft kitchen light. Scattered nearby are a scattering of flour and a wooden rolling pin on a worn, marble countertop.",,11,5,attribute,texture,"attribute - texture (wall, weathered brick)",Is the wall made of weathered brick?
291,"An aged crimson oven occupies the corner of a rustic kitchen, its window revealing the golden-brown crust of bread as it bakes within. Next to it, a towering, polished metallic spoon leans against a weathered brick wall, reflecting the soft kitchen light. Scattered nearby are a scattering of flour and a wooden rolling pin on a worn, marble countertop.",,12,8,attribute,texture,"attribute - texture (countertop, worn marble)",Is the countertop made of worn marble?
291,"An aged crimson oven occupies the corner of a rustic kitchen, its window revealing the golden-brown crust of bread as it bakes within. Next to it, a towering, polished metallic spoon leans against a weathered brick wall, reflecting the soft kitchen light. Scattered nearby are a scattering of flour and a wooden rolling pin on a worn, marble countertop.",,13,1,attribute,other,"attribute - other (oven, aged)",Is the oven aged?
291,"An aged crimson oven occupies the corner of a rustic kitchen, its window revealing the golden-brown crust of bread as it bakes within. Next to it, a towering, polished metallic spoon leans against a weathered brick wall, reflecting the soft kitchen light. Scattered nearby are a scattering of flour and a wooden rolling pin on a worn, marble countertop.",,14,4,attribute,other,"attribute - other (spoon, polished metallic)",Is the spoon polished metallic?
291,"An aged crimson oven occupies the corner of a rustic kitchen, its window revealing the golden-brown crust of bread as it bakes within. Next to it, a towering, polished metallic spoon leans against a weathered brick wall, reflecting the soft kitchen light. Scattered nearby are a scattering of flour and a wooden rolling pin on a worn, marble countertop.",,15,"1,2",relation,spatial,"relation - spatial (oven, kitchen, in corner)",Is the oven in the corner of the kitchen?
291,"An aged crimson oven occupies the corner of a rustic kitchen, its window revealing the golden-brown crust of bread as it bakes within. Next to it, a towering, polished metallic spoon leans against a weathered brick wall, reflecting the soft kitchen light. Scattered nearby are a scattering of flour and a wooden rolling pin on a worn, marble countertop.",,16,"4,5",relation,spatial,"relation - spatial (spoon, wall, against)",Is the spoon leaning against the wall?
291,"An aged crimson oven occupies the corner of a rustic kitchen, its window revealing the golden-brown crust of bread as it bakes within. Next to it, a towering, polished metallic spoon leans against a weathered brick wall, reflecting the soft kitchen light. Scattered nearby are a scattering of flour and a wooden rolling pin on a worn, marble countertop.",,17,"6,8",relation,spatial,"relation - spatial (flour, countertop, on)",Is the flour on the countertop?
291,"An aged crimson oven occupies the corner of a rustic kitchen, its window revealing the golden-brown crust of bread as it bakes within. Next to it, a towering, polished metallic spoon leans against a weathered brick wall, reflecting the soft kitchen light. Scattered nearby are a scattering of flour and a wooden rolling pin on a worn, marble countertop.",,18,"7,8",relation,spatial,"relation - spatial (rolling pin, countertop, on)",Is the rolling pin on the countertop?
291,"An aged crimson oven occupies the corner of a rustic kitchen, its window revealing the golden-brown crust of bread as it bakes within. Next to it, a towering, polished metallic spoon leans against a weathered brick wall, reflecting the soft kitchen light. Scattered nearby are a scattering of flour and a wooden rolling pin on a worn, marble countertop.",,19,"1,3",entity,state,"entity - state (bread, bake within oven)",Is the bread baking within the oven?
291,"An aged crimson oven occupies the corner of a rustic kitchen, its window revealing the golden-brown crust of bread as it bakes within. Next to it, a towering, polished metallic spoon leans against a weathered brick wall, reflecting the soft kitchen light. Scattered nearby are a scattering of flour and a wooden rolling pin on a worn, marble countertop.",,20,"1,4",relation,spatial,"relation - spatial (oven, spoon, next to)",Is the spoon next to the oven?
196,"A vast, metallic extractor, its surface reflecting the pale hues of dawn, towers beside a wooden cello that sits elegantly aglow in the morning light. Both objects are bathed in a gentle, warm ambience as the sun rises, casting long, soft shadows across the floor. The extractor's robust shape and industrial design create a striking visual juxtaposition with the smooth, curved silhouette of the cello.",,1,0,entity,whole,entity - whole (extractor),Is there an extractor?
196,"A vast, metallic extractor, its surface reflecting the pale hues of dawn, towers beside a wooden cello that sits elegantly aglow in the morning light. Both objects are bathed in a gentle, warm ambience as the sun rises, casting long, soft shadows across the floor. The extractor's robust shape and industrial design create a striking visual juxtaposition with the smooth, curved silhouette of the cello.",,2,0,entity,whole,entity - whole (cello),Is there a cello?
196,"A vast, metallic extractor, its surface reflecting the pale hues of dawn, towers beside a wooden cello that sits elegantly aglow in the morning light. Both objects are bathed in a gentle, warm ambience as the sun rises, casting long, soft shadows across the floor. The extractor's robust shape and industrial design create a striking visual juxtaposition with the smooth, curved silhouette of the cello.",,3,1,attribute,texture,"attribute - texture (extractor, metallic)",Is the extractor metallic?
196,"A vast, metallic extractor, its surface reflecting the pale hues of dawn, towers beside a wooden cello that sits elegantly aglow in the morning light. Both objects are bathed in a gentle, warm ambience as the sun rises, casting long, soft shadows across the floor. The extractor's robust shape and industrial design create a striking visual juxtaposition with the smooth, curved silhouette of the cello.",,4,1,attribute,color,"attribute - color (extractor, reflective)",Does the extractor's surface reflect light?
196,"A vast, metallic extractor, its surface reflecting the pale hues of dawn, towers beside a wooden cello that sits elegantly aglow in the morning light. Both objects are bathed in a gentle, warm ambience as the sun rises, casting long, soft shadows across the floor. The extractor's robust shape and industrial design create a striking visual juxtaposition with the smooth, curved silhouette of the cello.",,5,2,attribute,texture,"attribute - texture (cello, wood)",Is the cello made of wood?
196,"A vast, metallic extractor, its surface reflecting the pale hues of dawn, towers beside a wooden cello that sits elegantly aglow in the morning light. Both objects are bathed in a gentle, warm ambience as the sun rises, casting long, soft shadows across the floor. The extractor's robust shape and industrial design create a striking visual juxtaposition with the smooth, curved silhouette of the cello.",,6,1,attribute,shape,"attribute - shape (extractor, robust)",Is the extractor robust in shape?
196,"A vast, metallic extractor, its surface reflecting the pale hues of dawn, towers beside a wooden cello that sits elegantly aglow in the morning light. Both objects are bathed in a gentle, warm ambience as the sun rises, casting long, soft shadows across the floor. The extractor's robust shape and industrial design create a striking visual juxtaposition with the smooth, curved silhouette of the cello.",,7,2,attribute,shape,"attribute - shape (cello, curved)",Is the cello curved in shape?
196,"A vast, metallic extractor, its surface reflecting the pale hues of dawn, towers beside a wooden cello that sits elegantly aglow in the morning light. Both objects are bathed in a gentle, warm ambience as the sun rises, casting long, soft shadows across the floor. The extractor's robust shape and industrial design create a striking visual juxtaposition with the smooth, curved silhouette of the cello.",,8,"1,2",relation,spatial,"relation - spatial (extractor, cello, beside)",Is the extractor beside the cello?
196,"A vast, metallic extractor, its surface reflecting the pale hues of dawn, towers beside a wooden cello that sits elegantly aglow in the morning light. Both objects are bathed in a gentle, warm ambience as the sun rises, casting long, soft shadows across the floor. The extractor's robust shape and industrial design create a striking visual juxtaposition with the smooth, curved silhouette of the cello.",,9,2,entity,state,"entity - state (cello, morning light, aglow)",Is the cello aglow in the morning light?
196,"A vast, metallic extractor, its surface reflecting the pale hues of dawn, towers beside a wooden cello that sits elegantly aglow in the morning light. Both objects are bathed in a gentle, warm ambience as the sun rises, casting long, soft shadows across the floor. The extractor's robust shape and industrial design create a striking visual juxtaposition with the smooth, curved silhouette of the cello.",,10,1,relation,spatial,"relation - spatial (extractor, floor, shadows across)","Does the extractor cast long, soft shadows across the floor?"
55,"Two zebras, their black and white stripes creating a dizzying effect, are galloping side by side across the sprawling savanna, tinged golden by the sunlight. The texture of the grass appears rough and dry, a testament to the arid climate. Dust is being kicked up by their hooves, and in the background, sparse acacia trees punctuate the otherwise open landscape.",,1,0,entity,whole,entity - whole (zebras),Are there zebras?
55,"Two zebras, their black and white stripes creating a dizzying effect, are galloping side by side across the sprawling savanna, tinged golden by the sunlight. The texture of the grass appears rough and dry, a testament to the arid climate. Dust is being kicked up by their hooves, and in the background, sparse acacia trees punctuate the otherwise open landscape.",,2,1,other,count,"other - count (zebras, ==2)",Are there two zebras?
55,"Two zebras, their black and white stripes creating a dizzying effect, are galloping side by side across the sprawling savanna, tinged golden by the sunlight. The texture of the grass appears rough and dry, a testament to the arid climate. Dust is being kicked up by their hooves, and in the background, sparse acacia trees punctuate the otherwise open landscape.",,3,0,entity,whole,entity - whole (savanna),Is there a savanna?
55,"Two zebras, their black and white stripes creating a dizzying effect, are galloping side by side across the sprawling savanna, tinged golden by the sunlight. The texture of the grass appears rough and dry, a testament to the arid climate. Dust is being kicked up by their hooves, and in the background, sparse acacia trees punctuate the otherwise open landscape.",,4,1,attribute,color,"attribute - color (zebras' stripes, black and white)",Do the zebras have black and white stripes?
55,"Two zebras, their black and white stripes creating a dizzying effect, are galloping side by side across the sprawling savanna, tinged golden by the sunlight. The texture of the grass appears rough and dry, a testament to the arid climate. Dust is being kicked up by their hooves, and in the background, sparse acacia trees punctuate the otherwise open landscape.",,5,3,attribute,color,"attribute - color (savanna, golden)",Is the savanna tinged golden by the sunlight?
55,"Two zebras, their black and white stripes creating a dizzying effect, are galloping side by side across the sprawling savanna, tinged golden by the sunlight. The texture of the grass appears rough and dry, a testament to the arid climate. Dust is being kicked up by their hooves, and in the background, sparse acacia trees punctuate the otherwise open landscape.",,6,3,attribute,texture,"attribute - texture (grass, rough and dry)",Does the grass appear rough and dry?
55,"Two zebras, their black and white stripes creating a dizzying effect, are galloping side by side across the sprawling savanna, tinged golden by the sunlight. The texture of the grass appears rough and dry, a testament to the arid climate. Dust is being kicked up by their hooves, and in the background, sparse acacia trees punctuate the otherwise open landscape.",,7,1,entity,state,"entity - state (zebras, gallop)",Are the zebras galloping?
55,"Two zebras, their black and white stripes creating a dizzying effect, are galloping side by side across the sprawling savanna, tinged golden by the sunlight. The texture of the grass appears rough and dry, a testament to the arid climate. Dust is being kicked up by their hooves, and in the background, sparse acacia trees punctuate the otherwise open landscape.",,8,"1,3",relation,spatial,"relation - spatial (zebras, savanna, across)",Are the zebras galloping across the savanna?
55,"Two zebras, their black and white stripes creating a dizzying effect, are galloping side by side across the sprawling savanna, tinged golden by the sunlight. The texture of the grass appears rough and dry, a testament to the arid climate. Dust is being kicked up by their hooves, and in the background, sparse acacia trees punctuate the otherwise open landscape.",,9,0,entity,whole,entity - whole (acacia trees),Are there acacia trees?
55,"Two zebras, their black and white stripes creating a dizzying effect, are galloping side by side across the sprawling savanna, tinged golden by the sunlight. The texture of the grass appears rough and dry, a testament to the arid climate. Dust is being kicked up by their hooves, and in the background, sparse acacia trees punctuate the otherwise open landscape.",,10,"3,9",relation,spatial,"relation - spatial (acacia trees, savanna, in background)",Are the acacia trees in the background of the savanna?
169,"A white radiator, attached to a pale yellow wall with a faint floral wallpaper border, radiates warmth and gently increases the temperature of the room. Near the radiator, a black analog scale sits idle on the bathroom's tiled floor, marked with white and gray hexagonal patterns. The scale stands alone, surrounded by the room's muted colors and simple decor, its needle motionless, poised for the next reading.",,1,0,entity,whole,entity - whole (radiator),Is there a radiator?
169,"A white radiator, attached to a pale yellow wall with a faint floral wallpaper border, radiates warmth and gently increases the temperature of the room. Near the radiator, a black analog scale sits idle on the bathroom's tiled floor, marked with white and gray hexagonal patterns. The scale stands alone, surrounded by the room's muted colors and simple decor, its needle motionless, poised for the next reading.",,2,0,entity,whole,entity - whole (wall),Is there a wall?
169,"A white radiator, attached to a pale yellow wall with a faint floral wallpaper border, radiates warmth and gently increases the temperature of the room. Near the radiator, a black analog scale sits idle on the bathroom's tiled floor, marked with white and gray hexagonal patterns. The scale stands alone, surrounded by the room's muted colors and simple decor, its needle motionless, poised for the next reading.",,3,2,entity,whole,entity - whole (wallpaper border),Is there a wallpaper border?
169,"A white radiator, attached to a pale yellow wall with a faint floral wallpaper border, radiates warmth and gently increases the temperature of the room. Near the radiator, a black analog scale sits idle on the bathroom's tiled floor, marked with white and gray hexagonal patterns. The scale stands alone, surrounded by the room's muted colors and simple decor, its needle motionless, poised for the next reading.",,4,0,entity,whole,entity - whole (scale),Is there a scale?
169,"A white radiator, attached to a pale yellow wall with a faint floral wallpaper border, radiates warmth and gently increases the temperature of the room. Near the radiator, a black analog scale sits idle on the bathroom's tiled floor, marked with white and gray hexagonal patterns. The scale stands alone, surrounded by the room's muted colors and simple decor, its needle motionless, poised for the next reading.",,5,0,entity,whole,entity - whole (floor),Is there a floor?
169,"A white radiator, attached to a pale yellow wall with a faint floral wallpaper border, radiates warmth and gently increases the temperature of the room. Near the radiator, a black analog scale sits idle on the bathroom's tiled floor, marked with white and gray hexagonal patterns. The scale stands alone, surrounded by the room's muted colors and simple decor, its needle motionless, poised for the next reading.",,6,1,attribute,color,"attribute - color (radiator, white)",Is the radiator white?
169,"A white radiator, attached to a pale yellow wall with a faint floral wallpaper border, radiates warmth and gently increases the temperature of the room. Near the radiator, a black analog scale sits idle on the bathroom's tiled floor, marked with white and gray hexagonal patterns. The scale stands alone, surrounded by the room's muted colors and simple decor, its needle motionless, poised for the next reading.",,7,2,attribute,color,"attribute - color (wall, pale yellow)",Is the wall pale yellow?
169,"A white radiator, attached to a pale yellow wall with a faint floral wallpaper border, radiates warmth and gently increases the temperature of the room. Near the radiator, a black analog scale sits idle on the bathroom's tiled floor, marked with white and gray hexagonal patterns. The scale stands alone, surrounded by the room's muted colors and simple decor, its needle motionless, poised for the next reading.",,8,3,attribute,texture,"attribute - texture (wallpaper border, floral)",Does the wallpaper border have a floral pattern?
169,"A white radiator, attached to a pale yellow wall with a faint floral wallpaper border, radiates warmth and gently increases the temperature of the room. Near the radiator, a black analog scale sits idle on the bathroom's tiled floor, marked with white and gray hexagonal patterns. The scale stands alone, surrounded by the room's muted colors and simple decor, its needle motionless, poised for the next reading.",,9,4,attribute,color,"attribute - color (scale, black)",Is the scale black?
169,"A white radiator, attached to a pale yellow wall with a faint floral wallpaper border, radiates warmth and gently increases the temperature of the room. Near the radiator, a black analog scale sits idle on the bathroom's tiled floor, marked with white and gray hexagonal patterns. The scale stands alone, surrounded by the room's muted colors and simple decor, its needle motionless, poised for the next reading.",,10,5,attribute,texture,"attribute - texture (floor, tiled, hexagonal patterns)",Is the floor tiled with white and gray hexagonal patterns?
108,"In a silent library setting, bathed in the soft glow of ceiling lights, stand two metal tripods, each clasping a single piece of white notepaper. Both tripods are positioned at the end of a long, mahogany table scattered with books and reference materials, hinting at a late-night study session. The library's rows of bookshelves cast long shadows on the carpeted floor, creating an atmosphere of calm scholarly focus as the clock strikes midnight.",,1,0,entity,whole,entity - whole (library),Is there a library?
108,"In a silent library setting, bathed in the soft glow of ceiling lights, stand two metal tripods, each clasping a single piece of white notepaper. Both tripods are positioned at the end of a long, mahogany table scattered with books and reference materials, hinting at a late-night study session. The library's rows of bookshelves cast long shadows on the carpeted floor, creating an atmosphere of calm scholarly focus as the clock strikes midnight.",,2,0,entity,whole,entity - whole (tripods),Are there tripods?
108,"In a silent library setting, bathed in the soft glow of ceiling lights, stand two metal tripods, each clasping a single piece of white notepaper. Both tripods are positioned at the end of a long, mahogany table scattered with books and reference materials, hinting at a late-night study session. The library's rows of bookshelves cast long shadows on the carpeted floor, creating an atmosphere of calm scholarly focus as the clock strikes midnight.",,3,0,entity,whole,entity - whole (notepaper),Is there notepaper?
108,"In a silent library setting, bathed in the soft glow of ceiling lights, stand two metal tripods, each clasping a single piece of white notepaper. Both tripods are positioned at the end of a long, mahogany table scattered with books and reference materials, hinting at a late-night study session. The library's rows of bookshelves cast long shadows on the carpeted floor, creating an atmosphere of calm scholarly focus as the clock strikes midnight.",,4,0,entity,whole,entity - whole (table),Is there a table?
108,"In a silent library setting, bathed in the soft glow of ceiling lights, stand two metal tripods, each clasping a single piece of white notepaper. Both tripods are positioned at the end of a long, mahogany table scattered with books and reference materials, hinting at a late-night study session. The library's rows of bookshelves cast long shadows on the carpeted floor, creating an atmosphere of calm scholarly focus as the clock strikes midnight.",,5,0,entity,whole,entity - whole (books),Are there books?
108,"In a silent library setting, bathed in the soft glow of ceiling lights, stand two metal tripods, each clasping a single piece of white notepaper. Both tripods are positioned at the end of a long, mahogany table scattered with books and reference materials, hinting at a late-night study session. The library's rows of bookshelves cast long shadows on the carpeted floor, creating an atmosphere of calm scholarly focus as the clock strikes midnight.",,6,0,entity,whole,entity - whole (reference materials),Are there reference materials?
108,"In a silent library setting, bathed in the soft glow of ceiling lights, stand two metal tripods, each clasping a single piece of white notepaper. Both tripods are positioned at the end of a long, mahogany table scattered with books and reference materials, hinting at a late-night study session. The library's rows of bookshelves cast long shadows on the carpeted floor, creating an atmosphere of calm scholarly focus as the clock strikes midnight.",,7,0,entity,whole,entity - whole (bookshelves),Are there bookshelves?
108,"In a silent library setting, bathed in the soft glow of ceiling lights, stand two metal tripods, each clasping a single piece of white notepaper. Both tripods are positioned at the end of a long, mahogany table scattered with books and reference materials, hinting at a late-night study session. The library's rows of bookshelves cast long shadows on the carpeted floor, creating an atmosphere of calm scholarly focus as the clock strikes midnight.",,8,0,entity,whole,entity - whole (clock),Is there a clock?
108,"In a silent library setting, bathed in the soft glow of ceiling lights, stand two metal tripods, each clasping a single piece of white notepaper. Both tripods are positioned at the end of a long, mahogany table scattered with books and reference materials, hinting at a late-night study session. The library's rows of bookshelves cast long shadows on the carpeted floor, creating an atmosphere of calm scholarly focus as the clock strikes midnight.",,9,3,attribute,color,"attribute - color (notepaper, white)",Is the notepaper white?
108,"In a silent library setting, bathed in the soft glow of ceiling lights, stand two metal tripods, each clasping a single piece of white notepaper. Both tripods are positioned at the end of a long, mahogany table scattered with books and reference materials, hinting at a late-night study session. The library's rows of bookshelves cast long shadows on the carpeted floor, creating an atmosphere of calm scholarly focus as the clock strikes midnight.",,10,4,attribute,texture,"attribute - texture (table, mahogany)",Is the table made of mahogany?
108,"In a silent library setting, bathed in the soft glow of ceiling lights, stand two metal tripods, each clasping a single piece of white notepaper. Both tripods are positioned at the end of a long, mahogany table scattered with books and reference materials, hinting at a late-night study session. The library's rows of bookshelves cast long shadows on the carpeted floor, creating an atmosphere of calm scholarly focus as the clock strikes midnight.",,11,"2,4",relation,spatial,"relation - spatial (tripods, table, end of)",Are the tripods positioned at the end of the table?
108,"In a silent library setting, bathed in the soft glow of ceiling lights, stand two metal tripods, each clasping a single piece of white notepaper. Both tripods are positioned at the end of a long, mahogany table scattered with books and reference materials, hinting at a late-night study session. The library's rows of bookshelves cast long shadows on the carpeted floor, creating an atmosphere of calm scholarly focus as the clock strikes midnight.",,12,"4,5",relation,spatial,"relation - spatial (books, table, on)",Are the books on the table?
108,"In a silent library setting, bathed in the soft glow of ceiling lights, stand two metal tripods, each clasping a single piece of white notepaper. Both tripods are positioned at the end of a long, mahogany table scattered with books and reference materials, hinting at a late-night study session. The library's rows of bookshelves cast long shadows on the carpeted floor, creating an atmosphere of calm scholarly focus as the clock strikes midnight.",,13,"4,6",relation,spatial,"relation - spatial (reference materials, table, on)",Are the reference materials on the table?
108,"In a silent library setting, bathed in the soft glow of ceiling lights, stand two metal tripods, each clasping a single piece of white notepaper. Both tripods are positioned at the end of a long, mahogany table scattered with books and reference materials, hinting at a late-night study session. The library's rows of bookshelves cast long shadows on the carpeted floor, creating an atmosphere of calm scholarly focus as the clock strikes midnight.",,14,7,relation,spatial,"relation - spatial (bookshelves, floor, cast shadows on)",Do the bookshelves cast long shadows on the floor?
108,"In a silent library setting, bathed in the soft glow of ceiling lights, stand two metal tripods, each clasping a single piece of white notepaper. Both tripods are positioned at the end of a long, mahogany table scattered with books and reference materials, hinting at a late-night study session. The library's rows of bookshelves cast long shadows on the carpeted floor, creating an atmosphere of calm scholarly focus as the clock strikes midnight.",,15,8,entity,state,"entity - state (clock, midnight, strikes)",Is the clock striking midnight?
28,"A beautiful red kite, with a pattern of yellow suns and blue moons on its surface, floats effortlessly against the backdrop of a pristine blue sky. Its square shape is outlined by a strong frame, and long, flowing tails that dance whimsically in the wind. Below, the soft golden sands of the beach stretch out, creating a striking contrast with the kite's vivid colors.",,1,0,entity,whole,entity - whole (kite),Is there a kite?
28,"A beautiful red kite, with a pattern of yellow suns and blue moons on its surface, floats effortlessly against the backdrop of a pristine blue sky. Its square shape is outlined by a strong frame, and long, flowing tails that dance whimsically in the wind. Below, the soft golden sands of the beach stretch out, creating a striking contrast with the kite's vivid colors.",,2,0,entity,whole,entity - whole (sky),Is there a sky?
28,"A beautiful red kite, with a pattern of yellow suns and blue moons on its surface, floats effortlessly against the backdrop of a pristine blue sky. Its square shape is outlined by a strong frame, and long, flowing tails that dance whimsically in the wind. Below, the soft golden sands of the beach stretch out, creating a striking contrast with the kite's vivid colors.",,3,0,entity,whole,entity - whole (beach),Is there a beach?
28,"A beautiful red kite, with a pattern of yellow suns and blue moons on its surface, floats effortlessly against the backdrop of a pristine blue sky. Its square shape is outlined by a strong frame, and long, flowing tails that dance whimsically in the wind. Below, the soft golden sands of the beach stretch out, creating a striking contrast with the kite's vivid colors.",,4,1,attribute,color,"attribute - color (kite, red)",Is the kite red?
28,"A beautiful red kite, with a pattern of yellow suns and blue moons on its surface, floats effortlessly against the backdrop of a pristine blue sky. Its square shape is outlined by a strong frame, and long, flowing tails that dance whimsically in the wind. Below, the soft golden sands of the beach stretch out, creating a striking contrast with the kite's vivid colors.",,5,1,attribute,color,"attribute - color (pattern on kite, yellow suns)",Does the kite have a pattern of yellow suns?
28,"A beautiful red kite, with a pattern of yellow suns and blue moons on its surface, floats effortlessly against the backdrop of a pristine blue sky. Its square shape is outlined by a strong frame, and long, flowing tails that dance whimsically in the wind. Below, the soft golden sands of the beach stretch out, creating a striking contrast with the kite's vivid colors.",,6,1,attribute,color,"attribute - color (pattern on kite, blue moons)",Does the kite have a pattern of blue moons?
28,"A beautiful red kite, with a pattern of yellow suns and blue moons on its surface, floats effortlessly against the backdrop of a pristine blue sky. Its square shape is outlined by a strong frame, and long, flowing tails that dance whimsically in the wind. Below, the soft golden sands of the beach stretch out, creating a striking contrast with the kite's vivid colors.",,7,2,attribute,color,"attribute - color (sky, blue)",Is the sky blue?
28,"A beautiful red kite, with a pattern of yellow suns and blue moons on its surface, floats effortlessly against the backdrop of a pristine blue sky. Its square shape is outlined by a strong frame, and long, flowing tails that dance whimsically in the wind. Below, the soft golden sands of the beach stretch out, creating a striking contrast with the kite's vivid colors.",,8,3,attribute,color,"attribute - color (sands, golden)",Are the sands golden?
28,"A beautiful red kite, with a pattern of yellow suns and blue moons on its surface, floats effortlessly against the backdrop of a pristine blue sky. Its square shape is outlined by a strong frame, and long, flowing tails that dance whimsically in the wind. Below, the soft golden sands of the beach stretch out, creating a striking contrast with the kite's vivid colors.",,9,1,attribute,shape,"attribute - shape (kite, square)",Is the kite square-shaped?
28,"A beautiful red kite, with a pattern of yellow suns and blue moons on its surface, floats effortlessly against the backdrop of a pristine blue sky. Its square shape is outlined by a strong frame, and long, flowing tails that dance whimsically in the wind. Below, the soft golden sands of the beach stretch out, creating a striking contrast with the kite's vivid colors.",,10,"1,2",relation,spatial,"relation - spatial (kite, sky, against)",Is the kite floating against the sky?
44,"A bright yellow tennis ball lies in stark contrast on the vibrant green of a freshly mowed grass court. The ball's fuzzy texture is highlighted by the sunlight, casting a small shadow on the neatly trimmed lawn. Nearby the baseline, the white chalk lines distinctly mark the boundaries of the playing field, creating a geometric harmony on the court.",,1,0,entity,whole,entity - whole (tennis ball),Is there a tennis ball?
44,"A bright yellow tennis ball lies in stark contrast on the vibrant green of a freshly mowed grass court. The ball's fuzzy texture is highlighted by the sunlight, casting a small shadow on the neatly trimmed lawn. Nearby the baseline, the white chalk lines distinctly mark the boundaries of the playing field, creating a geometric harmony on the court.",,2,0,entity,whole,entity - whole (grass court),Is there a grass court?
44,"A bright yellow tennis ball lies in stark contrast on the vibrant green of a freshly mowed grass court. The ball's fuzzy texture is highlighted by the sunlight, casting a small shadow on the neatly trimmed lawn. Nearby the baseline, the white chalk lines distinctly mark the boundaries of the playing field, creating a geometric harmony on the court.",,3,1,attribute,color,"attribute - color (tennis ball, bright yellow)",Is the tennis ball bright yellow?
44,"A bright yellow tennis ball lies in stark contrast on the vibrant green of a freshly mowed grass court. The ball's fuzzy texture is highlighted by the sunlight, casting a small shadow on the neatly trimmed lawn. Nearby the baseline, the white chalk lines distinctly mark the boundaries of the playing field, creating a geometric harmony on the court.",,4,2,attribute,color,"attribute - color (grass court, vibrant green)",Is the grass court vibrant green?
44,"A bright yellow tennis ball lies in stark contrast on the vibrant green of a freshly mowed grass court. The ball's fuzzy texture is highlighted by the sunlight, casting a small shadow on the neatly trimmed lawn. Nearby the baseline, the white chalk lines distinctly mark the boundaries of the playing field, creating a geometric harmony on the court.",,5,1,attribute,texture,"attribute - texture (tennis ball, fuzzy)",Is the tennis ball's texture fuzzy?
44,"A bright yellow tennis ball lies in stark contrast on the vibrant green of a freshly mowed grass court. The ball's fuzzy texture is highlighted by the sunlight, casting a small shadow on the neatly trimmed lawn. Nearby the baseline, the white chalk lines distinctly mark the boundaries of the playing field, creating a geometric harmony on the court.",,6,2,entity,state,"entity - state (grass court, freshly mowed)",Has the grass court been freshly mowed?
44,"A bright yellow tennis ball lies in stark contrast on the vibrant green of a freshly mowed grass court. The ball's fuzzy texture is highlighted by the sunlight, casting a small shadow on the neatly trimmed lawn. Nearby the baseline, the white chalk lines distinctly mark the boundaries of the playing field, creating a geometric harmony on the court.",,7,1,entity,state,"entity - state (tennis ball, sunlight, highlighted by)",Is the tennis ball highlighted by the sunlight?
44,"A bright yellow tennis ball lies in stark contrast on the vibrant green of a freshly mowed grass court. The ball's fuzzy texture is highlighted by the sunlight, casting a small shadow on the neatly trimmed lawn. Nearby the baseline, the white chalk lines distinctly mark the boundaries of the playing field, creating a geometric harmony on the court.",,8,1,entity,state,"entity - state (tennis ball, shadow, cast)",Is the tennis ball casting a shadow?
